Type,SKU,Name,Published,"Is featured?","Visibility in catalog","Short description",Description,"Tax status","In stock?",Stock,"Backorders allowed?","Sold individually?","Allow customer reviews?","Sale price","Regular price",Categories,Tags,Images,Parent,Position,"Attribute 1 name","Attribute 1 value(s)","Attribute 1 visible","Attribute 1 global","Attribute 1 default","Attribute 2 name","Attribute 2 value(s)","Attribute 2 visible","Attribute 2 global","Attribute 2 default","Attribute 3 name","Attribute 3 value(s)","Attribute 3 visible","Attribute 3 global","Attribute 3 default","Meta: _demo_rating","Meta: _demo_review_count"
simple,demo-054-vintage-stonewash-jeans,"Vintage Stonewash Jeans",1,0,visible,"Vintage Stonewash Jeans for party outfits. Demo product with realistic pricing, attributes, stock state, categories, tags, and placeholder imagery for WooCommerce catalog testing.","Vintage Stonewash Jeans for party outfits. Demo product with realistic pricing, attributes, stock state, categories, tags, and placeholder imagery for WooCommerce catalog testing. Use this item to verify product cards, filters, sale badges, stock states, and product detail layouts.",taxable,1,61,0,0,1,,265,"Shop > Men > Jeans, Party","denim, everyday, streetwear, party, men","https://placehold.co/800x800/eceff3/111111.png?text=Vintage%20Stonewash%20Jeans%20Front, https://placehold.co/800x800/eceff3/111111.png?text=Vintage%20Stonewash%20Jeans%20Back, https://placehold.co/800x800/eceff3/111111.png?text=Vintage%20Stonewash%20Jeans%20Detail",,54,Color,"Grey, Olive, Yellow",1,1,Grey,Size,"Small, Medium, Large, X-Large",1,1,Large,"Dress Style",Party,1,1,Party,5,93
simple,demo-055-wide-leg-denim-jeans,"Wide Leg Denim Jeans",1,1,visible,"Wide Leg Denim Jeans for gym outfits. Demo product with realistic pricing, attributes, stock state, categories, tags, and placeholder imagery for WooCommerce catalog testing.","Wide Leg Denim Jeans for gym outfits. Demo product with realistic pricing, attributes, stock state, categories, tags, and placeholder imagery for WooCommerce catalog testing. Use this item to verify product cards, filters, sale badges, stock states, and product detail layouts.",taxable,1,4,0,0,1,,278,"Shop > Women > Jeans, Gym","denim, everyday, streetwear, gym, women",https://placehold.co/800x800/f2f0ef/111111.png?text=Wide%20Leg%20Denim%20Jeans,,55,Color,"Navy, Red, Purple",1,1,Navy,Size,"Medium, Large, X-Large, XX-Large",1,1,Large,"Dress Style",Gym,1,1,Gym,3,60
simple,demo-056-utility-denim-jeans,"Utility Denim Jeans",1,0,visible,"Utility Denim Jeans for casual outfits. Demo product with realistic pricing, attributes, stock state, categories, tags, and placeholder imagery for WooCommerce catalog testing.","Utility Denim Jeans for casual outfits. Demo product with realistic pricing, attributes, stock state, categories, tags, and placeholder imagery for WooCommerce catalog testing. Use this item to verify product cards, filters, sale badges, stock states, and product detail layouts.",taxable,1,11,0,0,1,260,291,"Shop > Unisex > Jeans, Casual","denim, everyday, streetwear, casual, unisex",https://placehold.co/800x800/ece9e4/111111.png?text=Utility%20Denim%20Jeans,,56,Color,"Blue, Burgundy, Pink",1,1,Blue,Size,"XX-Small, X-Small, Small, Medium",1,1,XX-Small,"Dress Style",Casual,1,1,Casual,3.5,70
variable,demo-057-classic-pullover-hoodie,"Classic Pullover Hoodie",1,0,visible,"Classic Pullover Hoodie for formal outfits. Demo product with realistic pricing, attributes, stock state, categories, tags, and placeholder imagery for WooCommerce catalog testing.","Classic Pullover Hoodie for formal outfits. Demo product with realistic pricing, attributes, stock state, categories, tags, and placeholder imagery for WooCommerce catalog testing. Use this item to verify product cards, filters, sale badges, stock states, and product detail layouts.",taxable,1,18,0,0,1,,58,"Shop > Men > Hoodie, Formal","fleece, streetwear, layering, formal, men",https://placehold.co/800x800/edf1ef/111111.png?text=Classic%20Pullover%20Hoodie,,57,Color,"Green, Orange, Black",1,1,Green,Size,"X-Small, Small, Medium, Large",1,1,Large,"Dress Style",Formal,1,1,Formal,4,79
variation,demo-057-classic-pullover-hoodie-var-green-x-small,"Classic Pullover Hoodie - Green / X-Small",1,0,hidden,,,taxable,1,18,0,0,1,,58,,"formal, men",,demo-057-classic-pullover-hoodie,0,Color,Green,0,1,Green,Size,X-Small,0,1,X-Small,"Dress Style",Formal,0,1,Formal,4,68
variation,demo-057-classic-pullover-hoodie-var-green-small,"Classic Pullover Hoodie - Green / Small",1,0,hidden,,,taxable,1,17,0,0,1,,58,,"formal, men",,demo-057-classic-pullover-hoodie,1,Color,Green,0,1,Green,Size,Small,0,1,Small,"Dress Style",Formal,0,1,Formal,4,69
variation,demo-057-classic-pullover-hoodie-var-orange-x-small,"Classic Pullover Hoodie - Orange / X-Small",1,0,hidden,,,taxable,1,17,0,0,1,,58,,"formal, men",,demo-057-classic-pullover-hoodie,1,Color,Orange,0,1,Orange,Size,X-Small,0,1,X-Small,"Dress Style",Formal,0,1,Formal,4,69
variation,demo-057-classic-pullover-hoodie-var-orange-small,"Classic Pullover Hoodie - Orange / Small",1,0,hidden,,,taxable,1,16,0,0,1,,58,,"formal, men",,demo-057-classic-pullover-hoodie,2,Color,Orange,0,1,Orange,Size,Small,0,1,Small,"Dress Style",Formal,0,1,Formal,4,70
simple,demo-058-zip-through-hoodie,"Zip Through Hoodie",1,0,visible,"Zip Through Hoodie for party outfits. Demo product with realistic pricing, attributes, stock state, categories, tags, and placeholder imagery for WooCommerce catalog testing.","Zip Through Hoodie for party outfits. Demo product with realistic pricing, attributes, stock state, categories, tags, and placeholder imagery for WooCommerce catalog testing. Use this item to verify product cards, filters, sale badges, stock states, and product detail layouts.",taxable,1,25,0,0,1,,71,"Shop > Women > Hoodie, Party","fleece, streetwear, layering, party, women",https://placehold.co/800x800/f1ecec/111111.png?text=Zip%20Through%20Hoodie,,58,Color,"Olive, Yellow, White",1,1,Olive,Size,"Small, Medium, Large, X-Large",1,1,Large,"Dress Style",Party,1,1,Party,4.5,89
simple,demo-059-oversized-fleece-hoodie,"Oversized Fleece Hoodie",1,0,visible,"Oversized Fleece Hoodie for gym outfits. Demo product with realistic pricing, attributes, stock state, categories, tags, and placeholder imagery for WooCommerce catalog testing.","Oversized Fleece Hoodie for gym outfits. Demo product with realistic pricing, attributes, stock state, categories, tags, and placeholder imagery for WooCommerce catalog testing. Use this item to verify product cards, filters, sale badges, stock states, and product detail layouts.",taxable,1,32,0,0,1,,84,"Shop > Unisex > Hoodie, Gym","fleece, streetwear, layering, gym, unisex",https://placehold.co/800x800/eceff3/111111.png?text=Oversized%20Fleece%20Hoodie,,59,Color,"Red, Purple, Grey",1,1,Red,Size,"Medium, Large, X-Large, XX-Large",1,1,Large,"Dress Style",Gym,1,1,Gym,5,98
simple,demo-060-washed-graphic-hoodie,"Washed Graphic Hoodie",1,0,visible,"Washed Graphic Hoodie for casual outfits. Demo product with realistic pricing, attributes, stock state, categories, tags, and placeholder imagery for WooCommerce catalog testing.","Washed Graphic Hoodie for casual outfits. Demo product with realistic pricing, attributes, stock state, categories, tags, and placeholder imagery for WooCommerce catalog testing. Use this item to verify product cards, filters, sale badges, stock states, and product detail layouts.",taxable,1,39,0,0,1,62,97,"Shop > Men > Hoodie, Casual","fleece, streetwear, layering, casual, men","https://placehold.co/800x800/f2f0ef/111111.png?text=Washed%20Graphic%20Hoodie%20Front, https://placehold.co/800x800/f2f0ef/111111.png?text=Washed%20Graphic%20Hoodie%20Back, https://placehold.co/800x800/f2f0ef/111111.png?text=Washed%20Graphic%20Hoodie%20Detail, https://placehold.co/800x800/f2f0ef/111111.png?text=Washed%20Graphic%20Hoodie%20Model",,60,Color,"Burgundy, Pink, Navy",1,1,Burgundy,Size,"XX-Small, X-Small, Small, Medium",1,1,XX-Small,"Dress Style",Casual,1,1,Casual,3,65
simple,demo-061-heavyweight-studio-hoodie,"Heavyweight Studio Hoodie",1,0,visible,"Heavyweight Studio Hoodie for formal outfits. Demo product with realistic pricing, attributes, stock state, categories, tags, and placeholder imagery for WooCommerce catalog testing.","Heavyweight Studio Hoodie for formal outfits. Demo product with realistic pricing, attributes, stock state, categories, tags, and placeholder imagery for WooCommerce catalog testing. Use this item to verify product cards, filters, sale badges, stock states, and product detail layouts.",taxable,1,46,0,0,1,,110,"Shop > Women > Hoodie, Formal","fleece, streetwear, layering, formal, women",https://placehold.co/800x800/ece9e4/111111.png?text=Heavyweight%20Studio%20Hoodie,,61,Color,"Orange, Black, Blue",1,1,Orange,Size,"X-Small, Small, Medium, Large",1,1,Large,"Dress Style",Formal,1,1,Formal,3.5,75
simple,demo-062-athletic-tech-hoodie,"Athletic Tech Hoodie",1,0,visible,"Athletic Tech Hoodie for party outfits. Demo product with realistic pricing, attributes, stock state, categories, tags, and placeholder imagery for WooCommerce catalog testing.","Athletic Tech Hoodie for party outfits. Demo product with realistic pricing, attributes, stock state, categories, tags, and placeholder imagery for WooCommerce catalog testing. Use this item to verify product cards, filters, sale badges, stock states, and product detail layouts.",taxable,1,53,0,0,1,,123,"Shop > Unisex > Hoodie, Party","fleece, streetwear, layering, party, unisex",https://placehold.co/800x800/edf1ef/111111.png?text=Athletic%20Tech%20Hoodie,,62,Color,"Yellow, White, Green",1,1,Yellow,Size,"Small, Medium, Large, X-Large",1,1,Large,"Dress Style",Party,1,1,Party,4,84
simple,demo-063-minimal-badge-hoodie,"Minimal Badge Hoodie",1,0,visible,"Minimal Badge Hoodie for gym outfits. Demo product with realistic pricing, attributes, stock state, categories, tags, and placeholder imagery for WooCommerce catalog testing.","Minimal Badge Hoodie for gym outfits. Demo product with realistic pricing, attributes, stock state, categories, tags, and placeholder imagery for WooCommerce catalog testing. Use this item to verify product cards, filters, sale badges, stock states, and product detail layouts.",taxable,1,60,0,0,1,,136,"Shop > Men > Hoodie, Gym","fleece, streetwear, layering, gym, men",https://placehold.co/800x800/f1ecec/111111.png?text=Minimal%20Badge%20Hoodie,,63,Color,"Purple, Grey, Olive",1,1,Purple,Size,"Medium, Large, X-Large, XX-Large",1,1,Large,"Dress Style",Gym,1,1,Gym,4.5,94
simple,demo-064-raglan-sleeve-hoodie,"Raglan Sleeve Hoodie",1,0,visible,"Raglan Sleeve Hoodie for casual outfits. Demo product with realistic pricing, attributes, stock state, categories, tags, and placeholder imagery for WooCommerce catalog testing.","Raglan Sleeve Hoodie for casual outfits. Demo product with realistic pricing, attributes, stock state, categories, tags, and placeholder imagery for WooCommerce catalog testing. Use this item to verify product cards, filters, sale badges, stock states, and product detail layouts.",taxable,1,3,0,0,1,110,149,"Shop > Women > Hoodie, Casual","fleece, streetwear, layering, casual, women",https://placehold.co/800x800/eceff3/111111.png?text=Raglan%20Sleeve%20Hoodie,,64,Color,"Pink, Navy, Red",1,1,Pink,Size,"XX-Small, X-Small, Small, Medium",1,1,XX-Small,"Dress Style",Casual,1,1,Casual,5,103
simple,demo-065-thermal-lined-hoodie,"Thermal Lined Hoodie",1,0,visible,"Thermal Lined Hoodie for formal outfits. Demo product with realistic pricing, attributes, stock state, categories, tags, and placeholder imagery for WooCommerce catalog testing.","Thermal Lined Hoodie for formal outfits. Demo product with realistic pricing, attributes, stock state, categories, tags, and placeholder imagery for WooCommerce catalog testing. Use this item to verify product cards, filters, sale badges, stock states, and product detail layouts.",taxable,0,0,0,0,1,,162,"Shop > Unisex > Hoodie, Formal","fleece, streetwear, layering, formal, unisex",https://placehold.co/800x800/f2f0ef/111111.png?text=Thermal%20Lined%20Hoodie,,65,Color,"Black, Blue, Burgundy",1,1,Black,Size,"X-Small, Small, Medium, Large",1,1,Large,"Dress Style",Formal,1,1,Formal,3,70
variable,demo-066-textured-knit-polo,"Textured Knit Polo",1,1,visible,"Textured Knit Polo for party outfits. Demo product with realistic pricing, attributes, stock state, categories, tags, and placeholder imagery for WooCommerce catalog testing.","Textured Knit Polo for party outfits. Demo product with realistic pricing, attributes, stock state, categories, tags, and placeholder imagery for WooCommerce catalog testing. Use this item to verify product cards, filters, sale badges, stock states, and product detail layouts.",taxable,1,17,0,0,1,,175,"Shop > Men > Polos, Party","smart-casual, pique, weekend, party, men","https://placehold.co/800x800/ece9e4/111111.png?text=Textured%20Knit%20Polo%20Front, https://placehold.co/800x800/ece9e4/111111.png?text=Textured%20Knit%20Polo%20Back, https://placehold.co/800x800/ece9e4/111111.png?text=Textured%20Knit%20Polo%20Detail",,66,Color,"White, Green, Orange",1,1,White,Size,"Small, Medium, Large, X-Large",1,1,Large,"Dress Style",Party,1,1,Party,3.5,80
variation,demo-066-textured-knit-polo-var-white-small,"Textured Knit Polo - White / Small",1,0,hidden,,,taxable,1,17,0,0,1,,175,,"party, men",,demo-066-textured-knit-polo,0,Color,White,0,1,White,Size,Small,0,1,Small,"Dress Style",Party,0,1,Party,3.5,60
variation,demo-066-textured-knit-polo-var-white-medium,"Textured Knit Polo - White / Medium",1,0,hidden,,,taxable,1,16,0,0,1,,175,,"party, men",,demo-066-textured-knit-polo,1,Color,White,0,1,White,Size,Medium,0,1,Medium,"Dress Style",Party,0,1,Party,3.5,61
variation,demo-066-textured-knit-polo-var-green-small,"Textured Knit Polo - Green / Small",1,0,hidden,,,taxable,1,16,0,0,1,,175,,"party, men",,demo-066-textured-knit-polo,1,Color,Green,0,1,Green,Size,Small,0,1,Small,"Dress Style",Party,0,1,Party,3.5,61
variation,demo-066-textured-knit-polo-var-green-medium,"Textured Knit Polo - Green / Medium",1,0,hidden,,,taxable,1,15,0,0,1,,175,,"party, men",,demo-066-textured-knit-polo,2,Color,Green,0,1,Green,Size,Medium,0,1,Medium,"Dress Style",Party,0,1,Party,3.5,62
simple,demo-067-classic-pique-polo,"Classic Pique Polo",1,0,visible,"Classic Pique Polo for gym outfits. Demo product with realistic pricing, attributes, stock state, categories, tags, and placeholder imagery for WooCommerce catalog testing.","Classic Pique Polo for gym outfits. Demo product with realistic pricing, attributes, stock state, categories, tags, and placeholder imagery for WooCommerce catalog testing. Use this item to verify product cards, filters, sale badges, stock states, and product detail layouts.",taxable,1,24,0,0,1,,188,"Shop > Women > Polos, Gym","smart-casual, pique, weekend, gym, women",https://placehold.co/800x800/edf1ef/111111.png?text=Classic%20Pique%20Polo,,67,Color,"Grey, Olive, Yellow",1,1,Grey,Size,"Medium, Large, X-Large, XX-Large",1,1,Large,"Dress Style",Gym,1,1,Gym,4,89
simple,demo-068-premium-mercerized-polo,"Premium Mercerized Polo",1,0,visible,"Premium Mercerized Polo for casual outfits. Demo product with realistic pricing, attributes, stock state, categories, tags, and placeholder imagery for WooCommerce catalog testing.","Premium Mercerized Polo for casual outfits. Demo product with realistic pricing, attributes, stock state, categories, tags, and placeholder imagery for WooCommerce catalog testing. Use this item to verify product cards, filters, sale badges, stock states, and product detail layouts.",taxable,1,31,0,0,1,158,201,"Shop > Unisex > Polos, Casual","smart-casual, pique, weekend, casual, unisex",https://placehold.co/800x800/f1ecec/111111.png?text=Premium%20Mercerized%20Polo,,68,Color,"Navy, Red, Purple",1,1,Navy,Size,"XX-Small, X-Small, Small, Medium",1,1,XX-Small,"Dress Style",Casual,1,1,Casual,4.5,99
simple,demo-069-open-collar-polo,"Open Collar Polo",1,0,visible,"Open Collar Polo for formal outfits. Demo product with realistic pricing, attributes, stock state, categories, tags, and placeholder imagery for WooCommerce catalog testing.","Open Collar Polo for formal outfits. Demo product with realistic pricing, attributes, stock state, categories, tags, and placeholder imagery for WooCommerce catalog testing. Use this item to verify product cards, filters, sale badges, stock states, and product detail layouts.",taxable,1,38,0,0,1,,214,"Shop > Men > Polos, Formal","smart-casual, pique, weekend, formal, men",https://placehold.co/800x800/eceff3/111111.png?text=Open%20Collar%20Polo,,69,Color,"Blue, Burgundy, Pink",1,1,Blue,Size,"X-Small, Small, Medium, Large",1,1,Large,"Dress Style",Formal,1,1,Formal,5,85
simple,demo-070-resort-stripe-polo,"Resort Stripe Polo",1,0,visible,"Resort Stripe Polo for party outfits. Demo product with realistic pricing, attributes, stock state, categories, tags, and placeholder imagery for WooCommerce catalog testing.","Resort Stripe Polo for party outfits. Demo product with realistic pricing, attributes, stock state, categories, tags, and placeholder imagery for WooCommerce catalog testing. Use this item to verify product cards, filters, sale badges, stock states, and product detail layouts.",taxable,1,45,0,0,1,,227,"Shop > Women > Polos, Party","smart-casual, pique, weekend, party, women","https://placehold.co/800x800/f2f0ef/111111.png?text=Resort%20Stripe%20Polo%20Front, https://placehold.co/800x800/f2f0ef/111111.png?text=Resort%20Stripe%20Polo%20Back, https://placehold.co/800x800/f2f0ef/111111.png?text=Resort%20Stripe%20Polo%20Detail, https://placehold.co/800x800/f2f0ef/111111.png?text=Resort%20Stripe%20Polo%20Model",,70,Color,"Green, Orange, Black",1,1,Green,Size,"Small, Medium, Large, X-Large",1,1,Large,"Dress Style",Party,1,1,Party,3,52
simple,demo-071-contrast-sleeve-polo,"Contrast Sleeve Polo",1,0,visible,"Contrast Sleeve Polo for gym outfits. Demo product with realistic pricing, attributes, stock state, categories, tags, and placeholder imagery for WooCommerce catalog testing.","Contrast Sleeve Polo for gym outfits. Demo product with realistic pricing, attributes, stock state, categories, tags, and placeholder imagery for WooCommerce catalog testing. Use this item to verify product cards, filters, sale badges, stock states, and product detail layouts.",taxable,1,52,0,0,1,,240,"Shop > Unisex > Polos, Gym","smart-casual, pique, weekend, gym, unisex",https://placehold.co/800x800/ece9e4/111111.png?text=Contrast%20Sleeve%20Polo,,71,Color,"Olive, Yellow, White",1,1,Olive,Size,"Medium, Large, X-Large, XX-Large",1,1,Large,"Dress Style",Gym,1,1,Gym,3.5,62
simple,demo-072-performance-golf-polo,"Performance Golf Polo",1,0,visible,"Performance Golf Polo for casual outfits. Demo product with realistic pricing, attributes, stock state, categories, tags, and placeholder imagery for WooCommerce catalog testing.","Performance Golf Polo for casual outfits. Demo product with realistic pricing, attributes, stock state, categories, tags, and placeholder imagery for WooCommerce catalog testing. Use this item to verify product cards, filters, sale badges, stock states, and product detail layouts.",taxable,1,59,0,0,1,241,253,"Shop > Men > Polos, Casual","smart-casual, pique, weekend, casual, men","https://placehold.co/800x800/edf1ef/111111.png?text=Performance%20Golf%20Polo%20Front, https://placehold.co/800x800/edf1ef/111111.png?text=Performance%20Golf%20Polo%20Back, https://placehold.co/800x800/edf1ef/111111.png?text=Performance%20Golf%20Polo%20Detail",,72,Color,"Red, Purple, Grey",1,1,Red,Size,"XX-Small, X-Small, Small, Medium",1,1,XX-Small,"Dress Style",Casual,1,1,Casual,4,71
simple,demo-073-soft-touch-polo,"Soft Touch Polo",1,0,visible,"Soft Touch Polo for formal outfits. Demo product with realistic pricing, attributes, stock state, categories, tags, and placeholder imagery for WooCommerce catalog testing.","Soft Touch Polo for formal outfits. Demo product with realistic pricing, attributes, stock state, categories, tags, and placeholder imagery for WooCommerce catalog testing. Use this item to verify product cards, filters, sale badges, stock states, and product detail layouts.",taxable,1,66,0,0,1,,266,"Shop > Women > Polos, Formal","smart-casual, pique, weekend, formal, women",https://placehold.co/800x800/f1ecec/111111.png?text=Soft%20Touch%20Polo,,73,Color,"Burgundy, Pink, Navy",1,1,Burgundy,Size,"X-Small, Small, Medium, Large",1,1,Large,"Dress Style",Formal,1,1,Formal,4.5,81
variable,demo-074-lightweight-bomber-jacket,"Lightweight Bomber Jacket",1,0,visible,"Lightweight Bomber Jacket for party outfits. Demo product with realistic pricing, attributes, stock state, categories, tags, and placeholder imagery for WooCommerce catalog testing.","Lightweight Bomber Jacket for party outfits. Demo product with realistic pricing, attributes, stock state, categories, tags, and placeholder imagery for WooCommerce catalog testing. Use this item to verify product cards, filters, sale badges, stock states, and product detail layouts.",taxable,1,9,0,0,1,,279,"Shop > Unisex > Jackets, Party","outerwear, layering, transitional, party, unisex",https://placehold.co/800x800/eceff3/111111.png?text=Lightweight%20Bomber%20Jacket,,74,Color,"Orange, Black, Blue",1,1,Orange,Size,"Small, Medium, Large, X-Large",1,1,Large,"Dress Style",Party,1,1,Party,5,90
variation,demo-074-lightweight-bomber-jacket-var-orange-small,"Lightweight Bomber Jacket - Orange / Small",1,0,hidden,,,taxable,1,9,0,0,1,,279,,"party, unisex",,demo-074-lightweight-bomber-jacket,0,Color,Orange,0,1,Orange,Size,Small,0,1,Small,"Dress Style",Party,0,1,Party,5,85
variation,demo-074-lightweight-bomber-jacket-var-orange-medium,"Lightweight Bomber Jacket - Orange / Medium",1,0,hidden,,,taxable,1,8,0,0,1,,279,,"party, unisex",,demo-074-lightweight-bomber-jacket,1,Color,Orange,0,1,Orange,Size,Medium,0,1,Medium,"Dress Style",Party,0,1,Party,5,86
variation,demo-074-lightweight-bomber-jacket-var-black-small,"Lightweight Bomber Jacket - Black / Small",1,0,hidden,,,taxable,1,8,0,0,1,,279,,"party, unisex",,demo-074-lightweight-bomber-jacket,1,Color,Black,0,1,Black,Size,Small,0,1,Small,"Dress Style",Party,0,1,Party,5,86
variation,demo-074-lightweight-bomber-jacket-var-black-medium,"Lightweight Bomber Jacket - Black / Medium",1,0,hidden,,,taxable,1,7,0,0,1,,279,,"party, unisex",,demo-074-lightweight-bomber-jacket,2,Color,Black,0,1,Black,Size,Medium,0,1,Medium,"Dress Style",Party,0,1,Party,5,87
simple,demo-075-cotton-coach-jacket,"Cotton Coach Jacket",1,0,visible,"Cotton Coach Jacket for gym outfits. Demo product with realistic pricing, attributes, stock state, categories, tags, and placeholder imagery for WooCommerce catalog testing.","Cotton Coach Jacket for gym outfits. Demo product with realistic pricing, attributes, stock state, categories, tags, and placeholder imagery for WooCommerce catalog testing. Use this item to verify product cards, filters, sale badges, stock states, and product detail layouts.",taxable,1,16,0,0,1,,292,"Shop > Men > Jackets, Gym","outerwear, layering, transitional, gym, men",https://placehold.co/800x800/f2f0ef/111111.png?text=Cotton%20Coach%20Jacket,,75,Color,"Yellow, White, Green",1,1,Yellow,Size,"Medium, Large, X-Large, XX-Large",1,1,Large,"Dress Style",Gym,1,1,Gym,3,57
simple,demo-076-utility-field-jacket,"Utility Field Jacket",1,0,visible,"Utility Field Jacket for casual outfits. Demo product with realistic pricing, attributes, stock state, categories, tags, and placeholder imagery for WooCommerce catalog testing.","Utility Field Jacket for casual outfits. Demo product with realistic pricing, attributes, stock state, categories, tags, and placeholder imagery for WooCommerce catalog testing. Use this item to verify product cards, filters, sale badges, stock states, and product detail layouts.",taxable,1,23,0,0,1,43,59,"Shop > Women > Jackets, Casual","outerwear, layering, transitional, casual, women",https://placehold.co/800x800/ece9e4/111111.png?text=Utility%20Field%20Jacket,,76,Color,"Purple, Grey, Olive",1,1,Purple,Size,"XX-Small, X-Small, Small, Medium",1,1,XX-Small,"Dress Style",Casual,1,1,Casual,3.5,67
simple,demo-077-denim-trucker-jacket,"Denim Trucker Jacket",1,1,visible,"Denim Trucker Jacket for formal outfits. Demo product with realistic pricing, attributes, stock state, categories, tags, and placeholder imagery for WooCommerce catalog testing.","Denim Trucker Jacket for formal outfits. Demo product with realistic pricing, attributes, stock state, categories, tags, and placeholder imagery for WooCommerce catalog testing. Use this item to verify product cards, filters, sale badges, stock states, and product detail layouts.",taxable,1,30,0,0,1,,72,"Shop > Unisex > Jackets, Formal","outerwear, layering, transitional, formal, unisex",https://placehold.co/800x800/edf1ef/111111.png?text=Denim%20Trucker%20Jacket,,77,Color,"Pink, Navy, Red",1,1,Pink,Size,"X-Small, Small, Medium, Large",1,1,Large,"Dress Style",Formal,1,1,Formal,4,76
simple,demo-078-quilted-overshirt-jacket,"Quilted Overshirt Jacket",1,0,visible,"Quilted Overshirt Jacket for party outfits. Demo product with realistic pricing, attributes, stock state, categories, tags, and placeholder imagery for WooCommerce catalog testing.","Quilted Overshirt Jacket for party outfits. Demo product with realistic pricing, attributes, stock state, categories, tags, and placeholder imagery for WooCommerce catalog testing. Use this item to verify product cards, filters, sale badges, stock states, and product detail layouts.",taxable,1,0,notify,0,1,,85,"Shop > Men > Jackets, Party","outerwear, layering, transitional, party, men","https://placehold.co/800x800/f1ecec/111111.png?text=Quilted%20Overshirt%20Jacket%20Front, https://placehold.co/800x800/f1ecec/111111.png?text=Quilted%20Overshirt%20Jacket%20Back, https://placehold.co/800x800/f1ecec/111111.png?text=Quilted%20Overshirt%20Jacket%20Detail",,78,Color,"Black, Blue, Burgundy",1,1,Black,Size,"Small, Medium, Large, X-Large",1,1,Large,"Dress Style",Party,1,1,Party,4.5,86
simple,demo-079-water-resistant-shell-jacket,"Water Resistant Shell Jacket",1,0,visible,"Water Resistant Shell Jacket for gym outfits. Demo product with realistic pricing, attributes, stock state, categories, tags, and placeholder imagery for WooCommerce catalog testing.","Water Resistant Shell Jacket for gym outfits. Demo product with realistic pricing, attributes, stock state, categories, tags, and placeholder imagery for WooCommerce catalog testing. Use this item to verify product cards, filters, sale badges, stock states, and product detail layouts.",taxable,1,44,0,0,1,,98,"Shop > Women > Jackets, Gym","outerwear, layering, transitional, gym, women",https://placehold.co/800x800/eceff3/111111.png?text=Water%20Resistant%20Shell%20Jacket,,79,Color,"White, Green, Orange",1,1,White,Size,"Medium, Large, X-Large, XX-Large",1,1,Large,"Dress Style",Gym,1,1,Gym,5,95
simple,demo-080-cropped-harrington-jacket,"Cropped Harrington Jacket",1,0,visible,"Cropped Harrington Jacket for casual outfits. Demo product with realistic pricing, attributes, stock state, categories, tags, and placeholder imagery for WooCommerce catalog testing.","Cropped Harrington Jacket for casual outfits. Demo product with realistic pricing, attributes, stock state, categories, tags, and placeholder imagery for WooCommerce catalog testing. Use this item to verify product cards, filters, sale badges, stock states, and product detail layouts.",taxable,1,51,0,0,1,91,111,"Shop > Unisex > Jackets, Casual","outerwear, layering, transitional, casual, unisex","https://placehold.co/800x800/f2f0ef/111111.png?text=Cropped%20Harrington%20Jacket%20Front, https://placehold.co/800x800/f2f0ef/111111.png?text=Cropped%20Harrington%20Jacket%20Back, https://placehold.co/800x800/f2f0ef/111111.png?text=Cropped%20Harrington%20Jacket%20Detail, https://placehold.co/800x800/f2f0ef/111111.png?text=Cropped%20Harrington%20Jacket%20Model",,80,Color,"Grey, Olive, Yellow",1,1,Grey,Size,"XX-Small, X-Small, Small, Medium",1,1,XX-Small,"Dress Style",Casual,1,1,Casual,3,62
simple,demo-081-fine-knit-crew-sweater,"Fine Knit Crew Sweater",1,0,visible,"Fine Knit Crew Sweater for formal outfits. Demo product with realistic pricing, attributes, stock state, categories, tags, and placeholder imagery for WooCommerce catalog testing.","Fine Knit Crew Sweater for formal outfits. Demo product with realistic pricing, attributes, stock state, categories, tags, and placeholder imagery for WooCommerce catalog testing. Use this item to verify product cards, filters, sale badges, stock states, and product detail layouts.",taxable,1,58,0,0,1,,124,"Shop > Men > Sweaters, Formal","knitwear, layering, winter, formal, men",https://placehold.co/800x800/ece9e4/111111.png?text=Fine%20Knit%20Crew%20Sweater,,81,Color,"Navy, Red, Purple",1,1,Navy,Size,"X-Small, Small, Medium, Large",1,1,Large,"Dress Style",Formal,1,1,Formal,3.5,72
simple,demo-082-ribbed-cardigan-sweater,"Ribbed Cardigan Sweater",1,0,visible,"Ribbed Cardigan Sweater for party outfits. Demo product with realistic pricing, attributes, stock state, categories, tags, and placeholder imagery for WooCommerce catalog testing.","Ribbed Cardigan Sweater for party outfits. Demo product with realistic pricing, attributes, stock state, categories, tags, and placeholder imagery for WooCommerce catalog testing. Use this item to verify product cards, filters, sale badges, stock states, and product detail layouts.",taxable,1,65,0,0,1,,137,"Shop > Women > Sweaters, Party","knitwear, layering, winter, party, women",https://placehold.co/800x800/edf1ef/111111.png?text=Ribbed%20Cardigan%20Sweater,,82,Color,"Blue, Burgundy, Pink",1,1,Blue,Size,"Small, Medium, Large, X-Large",1,1,Large,"Dress Style",Party,1,1,Party,4,81
